imdb_title,tconst,mean_pooled,sd_pooled,skew_pooled,mean_males,sd_males,skew_males,men_all_count,mean_females,sd_females,skew_females,women_all_count,bom_total_gross,FLead,kim_violence_gore,kim_sex_nudity,kim_language,major,bom_studio,bom_opening_theaters,genres_count,bom_year,bom_open_month,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci_Fi,genre_Short,genre_Sport,genre_Thriller,genre_War,genre_Western,Rtail,Ltail,tickets_sold_est,log_bom_opening_theaters
Return to Paradise,tt0124595,7.06295423296013,1.72641746720226,-0.751908805471302,6.96290302502179,1.68892223162116,-0.802276816485453,8033,7.43694741740344,1.81201072187014,-0.742031258804376,2149,8341087,0,3,4,8,0,Poly,965,3,1998,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.377037910037321,0.036436849341976,1778483.36886994,6.872128101338986
He Got Game,tt0124718,7.05203693324287,1.67728036460596,-0.794313323698459,7.06812736443884,1.65538706620513,-0.784026367338346,31720,6.81780633318036,1.95409545140022,-0.772868417152534,2179,21567853,0,3,7,8,1,BV,1319,2,1998,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.365438508510576,0.0333343166465087,4598689.33901919,7.1846291527173145
Simon Birch,tt0124879,7.11200676070988,2.00985758761986,-0.75968900254036,6.92690364174943,1.9875817341,-0.74397392769226,11478,7.65608194622279,1.97623677644198,-0.93215708217212,3905,18253415,0,3,2,4,1,BV,596,3,1998,9,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424494571930053,0.0561008905935123,3891986.14072495,6.39024066706535
Paulie,tt0125454,6.79409924005364,1.99608008537894,-0.292193570971888,6.61501178936338,1.95043789904392,-0.261391648333556,7634,7.17910447761194,2.03850881374824,-0.424952963439366,3551,26875268,1,1,0,1,0,DW,1553,3,1998,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33687974966473,0.0523915958873491,5730334.32835821,7.347943823148687
Pecker,tt0126604,6.56339053562143,1.99768728017466,-0.594303319757087,6.48856548856549,1.9770283672172,-0.60697422779831,7696,6.86347055758207,2.05175848255679,-0.604766377357333,1919,2281761,0,1,8,6,0,FL,184,2,1998,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307748309932397,0.0791471658866355,486516.204690832,5.214935757608986
Elizabeth,tt0127536,7.59093861409004,1.52374938136712,-0.954692561950405,7.44575301747433,1.52930052092446,-0.992694786249095,44408,7.85013065326633,1.47879448266137,-0.916102045753291,24875,30082699,1,7,6,2,0,Gram.,9,3,1998,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.556615619993361,0.019138894101006,6414221.53518124,2.1972245773362196
Can't Hardly Wait,tt0127723,6.74340279827617,1.89128314373803,-0.379203754759306,6.69597682389424,1.84804161661461,-0.390644654809372,24508,6.86744930629669,1.99474632949481,-0.382703265125747,9370,25605015,1,2,4,6,1,Sony,1987,2,1998,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.316577129700691,0.0499143987248362,5459491.47121535,7.594381242551817
Rounders,tt0128442,7.48772280585878,1.38016493557085,-0.629955228397734,7.52610280821449,1.35470661777372,-0.592804186306705,102307,7.0841726618705,1.56806914577042,-0.714149984918214,9730,22912409,0,3,5,10,0,Mira.,2176,2,1998,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490784294474147,0.0113266153145836,4885375.0533049,7.685243607975833
Rushmore,tt0128445,7.80075557174764,1.65045362849062,-1.13024255710036,7.81337646275331,1.63526528095919,-1.13699045941821,105110,7.73803895612708,1.72261424365358,-1.08967280279943,21152,17105219,0,3,3,6,1,BV,2,2,1998,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62530294150259,0.023007714118262,3647168.23027719,0.6931471805599453
You've Got Mail,tt0128853,6.80016352209973,1.77248235137352,-0.394878211826082,6.59996775580396,1.71671498814838,-0.439556958489108,93040,7.16336797769241,1.81387615350749,-0.429084615635724,51283,115821495,0,0,2,3,1,WB,2691,3,1998,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.316276684935873,0.0404162884640702,24695414.7121535,7.897668150726906
Patch Adams,tt0129290,6.92320562154927,1.92713725958857,-0.720136924571937,6.80558345049207,1.92927164971139,-0.7249898441209,59748,7.31465493232329,1.86745383269624,-0.730876839224406,17953,135026902,0,2,2,4,1,Uni.,2712,3,1998,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37572232017606,0.0567688961532027,28790384.2217484,7.905441649060286
There's Something About Mary,tt0129387,7.09806700274853,1.69239152582259,-0.885970181520047,7.22496844403507,1.59999032270847,-0.88708712154856,175878,6.60962906226064,1.93252123300844,-0.694097745976517,45695,176484651,1,3,5,8,1,Fox,2186,2,1998,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.408014514403831,0.0378656244217481,37629989.5522388,7.689828668736484
BASEketball,tt0131857,6.84324336411816,2.03324012038609,-0.505572018495979,6.85745661670649,2.00446100994525,-0.501701383606449,41433,6.66402921485088,2.35928737358775,-0.46058581053735,3286,7027290,0,5,5,7,1,Uni.,1905,2,1998,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.361211118316599,0.0620541604239809,1498356.07675906,7.552237287560802
The Faculty,tt0133751,6.59684708355229,1.72324874798493,-0.35841186497704,6.54764148249672,1.67728968638247,-0.383727542065562,70044,6.81790776730165,1.90057619552799,-0.361129167145617,15591,40283321,1,9,5,9,0,Mira.,2365,2,1998,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.260968062124132,0.0443510246978455,8589194.24307036,7.768533300926033
The Siege,tt0133952,6.40958705442333,1.60413887197999,-0.493762430879406,6.40414742744063,1.58411367107657,-0.49999835738566,48512,6.47738951695786,1.83437929164923,-0.460579684469518,3892,40981289,0,6,1,7,1,Fox,2541,2,1998,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.202560873215785,0.0438516143805816,8738014.71215352,7.840312983320164
Disturbing Behavior,tt0134619,5.72522405507209,2.0037378686648,-0.0547233299783652,5.62464454976303,1.96046216426518,-0.0812754678956725,11605,6.03295544423939,2.10126547724768,-0.0503102320233207,3793,17514980,0,7,5,7,1,MGM,1842,3,1998,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.157877646447591,0.120405247434732,3734537.31343284,7.518607216815252
Shakespeare in Love,tt0138097,7.20306445485627,1.84375216206351,-0.95265268540044,7.10349903638494,1.85877195419856,-0.995831137600815,103257,7.39107217965364,1.80011298020127,-0.866303804606251,54683,100317794,1,3,6,3,0,Mira.,8,3,1998,12,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.452095732556667,0.044599214891731,21389721.5351812,2.0794415416798357
Pi,tt0138704,7.48171728795082,1.79495011172585,-1.16953750789737,7.47923915765116,1.77955629860123,-1.16949743334002,115819,7.49935475941744,1.90087833591364,-1.16715763391176,16273,3221152,0,4,1,6,0,Art.,1,3,1998,7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.557838476213548,0.039389213578415,686812.793176972,0.0
High Art,tt0139362,6.93538120935381,2.08532438199195,-0.741693860834508,6.71487105326585,2.11378884758915,-0.753471400183991,4149,7.23261858349578,2.00871072647382,-0.718676832927148,3078,1960216,1,1,7,8,0,Oct.,4,2,1998,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.40763802407638,0.0683547806835478,417956.503198294,1.3862943611198906
Central Station,tt0140888,8.15917033028971,1.84190000109731,-1.6748465341329,8.1131558157907,1.83030262398063,-1.61080675286375,21519,8.35355319984295,1.87788658291086,-1.97272671952856,5094,5596708,1,4,2,6,0,SPC,2,1,1998,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731897944613535,0.0335174538759253,1193327.93176972,0.6931471805599453
Jack Frost,tt0141109,5.55040883074407,2.14616595086068,0.126128258837666,5.33455596309881,2.07243868850428,0.150173142622553,17994,6.1510980513455,2.23199601672824,-0.0385647282948504,6466,34562556,0,4,2,1,1,WB,2152,3,1998,12,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159443990188062,0.155928045789043,7369414.92537313,7.674152921281675
Bride of Chucky,tt0144120,5.61959399823478,2.18081484389443,0.0696364265061398,5.58657397349555,2.12708985051947,0.0648162308062633,32221,5.76271186440678,2.39470647354088,0.0456546748199152,7434,32383850,1,8,4,7,1,Uni.,2412,2,1998,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.174883369058126,0.153574580759047,6904872.06823028,7.788211557847076
Urban Legend,tt0146336,5.68577621480548,1.92057190693239,0.020237187556188,5.56465467873096,1.87479258259958,0.0118719945913602,34924,6.09689960151618,2.01492272757629,-0.0453423022167462,10289,38072438,0,8,3,6,1,Sony,2257,2,1998,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.143896666887842,0.113086944020525,8117790.61833689,7.721791776817535
Hilary and Jackie,tt0150915,7.44633563089042,1.69571844240164,-1.1252474106921,7.3349352277476,1.7080606019217,-1.14005789625829,4786,7.67585019371502,1.64676949901577,-1.10915857773963,2323,4912892,1,1,5,6,0,Oct.,6,3,1998,12,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.529751019834013,0.0327753551835701,1047524.9466951,1.791759469228055
I'll Be Home for Christmas,tt0155753,5.69370984610787,2.2428775887554,0.0994662687780858,5.52924610051993,2.19819939001743,0.108790588140116,4616,6.05922002888782,2.29787075107686,0.0428205381405032,2077,12214338,0,1,2,1,1,BV,1759,2,1998,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187061108620947,0.149858060660391,2604336.46055437,7.472500744737558
Psycho,tt0155975,4.68871336400197,2.27111715311618,0.122036649981479,4.6461380458264,2.24960221691832,0.121442369123135,28237,4.87875434713879,2.35558388267979,0.103670861621813,6326,21456130,0,6,5,0,1,Uni.,2477,3,1998,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0986314845354859,0.290107918872783,4574867.80383795,7.814803429489359
Waking Ned Devine,tt0166396,7.52517626158885,1.61118799241785,-0.902569927170546,7.44530820033021,1.58715431664809,-0.88874040861842,14536,7.85907391429393,1.66730440389872,-1.07826384364853,3477,24792251,0,2,4,1,0,FoxS,9,1,1998,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524676622439349,0.0219286071170821,5286194.24307036,2.1972245773362196
Baby Geniuses,tt0118665,3.44636425033769,2.9859701311767,1.12670717714229,2.97963171739947,2.72388215410155,1.48551446445121,13305,4.8377772798566,3.28541289099628,0.379291640436809,4463,27250736,1,3,2,3,1,Sony,1689,3,1999,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137494371904548,0.642165691130122,5364318.11023622,7.4318919168078
The Castle,tt0118826,7.97274461706187,1.73492896145139,-1.18377637474035,7.94619379074135,1.71618220697101,-1.14897345924068,9051,8.09560327198364,1.81456485707497,-1.34607206051952,1956,877621,0,2,1,8,0,Mira.,257,2,1999,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659761969655674,0.0235304806032525,172760.039370079,5.54907608489522
Princess Mononoke,tt0119698,8.36644000364048,1.65377087646706,-1.87131541948816,8.37624999312057,1.62607852396484,-1.88206057971165,181701,8.33009094987561,1.75210795579752,-1.82114487092809,49038,2375308,0,6,1,3,0,Mira.,8,3,1999,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788080905265256,0.022869995969472,467580.31496063,2.0794415416798357
Three Kings,tt0120188,7.17000675152733,1.56609912472515,-0.879015176293137,7.17547903109183,1.53524639254925,-0.861103429145043,110640,7.11401886443499,1.85162201633744,-0.923255353107361,10814,60652036,0,9,4,9,1,WB,2942,3,1999,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414123865825745,0.02737661995488,11939377.1653543,7.9868449011613825
Virus,tt0120458,4.98422744625276,2.02184591999581,0.174867079952644,4.98654037886341,2.00815003291676,0.165566928421043,18054,4.96170442286947,2.1511027072182,0.251443962714765,1854,14036005,1,8,1,6,1,Uni.,2018,3,1999,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0947357846092023,0.219911593329315,2762993.11023622,7.609862200913554
The Bachelor,tt0120596,5.14892253464712,1.97792967949414,0.0940961007484904,5.03017450315075,1.94934912483877,0.0824938812013503,8252,5.3805246986528,2.01268760693587,0.0948391185941232,4231,21760240,0,3,3,6,0,NL,2522,2,1999,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0958103020107346,0.182968837619162,4283511.81102362,7.8328075165248645
Being John Malkovich,tt0120601,7.71987677902459,1.70923710475454,-1.37754347800707,7.74054131325646,1.66533349963397,-1.36582246060641,188874,7.62458187855556,1.8957185130312,-1.36145787093923,40957,22863596,0,3,6,7,0,USA,25,3,1999,10,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635854171108336,0.0316406402965657,4500707.87401575,3.2188758248682006
A Walk on the Moon,tt0120613,6.88852961198094,1.84192253381346,-0.596234345870094,6.58434989586433,1.81514272072035,-0.658474694753199,3361,7.29502982107356,1.79886465042103,-0.584085812136337,2515,4750660,1,3,9,6,0,Mira.,7,2,1999,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.345813478556841,0.0425459496255956,935169.291338583,1.9459101490553132
The Mummy,tt0120616,7.09908999328409,1.64602382580965,-0.629031048808397,7.01523096646127,1.59636421189891,-0.665368932268898,241810,7.46126093945347,1.80091817527838,-0.690067196214611,55990,155385488,0,6,3,3,1,Uni.,3210,3,1999,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381309603760913,0.0303156480859637,30587694.488189,8.07402621612406
Brokedown Palace,tt0120620,6.63976665046184,1.80256977007586,-0.402056774880918,6.40493310275781,1.72740550702835,-0.43461973935305,10987,7.11153775827391,1.85728768658525,-0.518602494751879,5469,10115013,1,3,3,5,1,Fox,1740,3,1999,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.277771025765678,0.0491006319883325,1991144.29133858,7.461640392208575
The Deep End of the Ocean,tt0120646,6.53744399402603,1.84882502409247,-0.247869083451027,6.2587182764287,1.81586608806906,-0.268293291677525,5477,6.92917628945343,1.82375753435576,-0.259371451613091,3897,13898649,1,1,2,6,1,Sony,1907,1,1999,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262427992319181,0.0521655643268615,2735954.52755906,7.553286605600419
Dogma,tt0120655,7.45728440505754,1.85846443047762,-1.05391660198673,7.40650956886847,1.83487344226203,-1.04802744099801,131468,7.70282498344736,1.95002981015278,-1.14712464419094,27186,30652890,0,8,5,10,0,Lions,1269,3,1999,11,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536065904420941,0.0412974144994768,6034033.46456693,7.1459844677143876
The 13th Warrior,tt0120657,6.7696609615175,1.84940963580325,-0.506436456012003,6.76580833619716,1.81107834529292,-0.496519968442717,81476,6.80027306417008,2.12945327969432,-0.552694383212219,10254,32698899,0,9,1,2,1,BV,2306,3,1999,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.327079472364548,0.0511828191431375,6436791.14173228,7.743269700829004
Eyes Wide Shut,tt0120663,7.3532089108458,1.92729294983485,-1.04502492360327,7.45766689653638,1.85823599920113,-1.06610536098697,179812,6.86909119026754,2.15434132371034,-0.861682268727184,38798,55691208,0,2,10,7,1,WB,2411,3,1999,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.520557156580211,0.0495951694798957,10962836.2204724,7.787796878181171
The Green Mile,tt0120689,8.56391472642828,1.35890754258748,-1.68062372258722,8.53992087711939,1.34773494996654,-1.64836380591771,641281,8.66664886194441,1.40110757399335,-1.8336435380833,149773,136801374,0,7,4,7,1,WB,2875,3,1999,12,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837159030862621,0.0094721725697613,26929404.3307087,7.963807953231451
In Dreams,tt0120710,5.60260227147425,2.06510109769798,-0.102148663532417,5.44273225663061,1.97656378319344,-0.116453239443325,6749,6.0676724137931,2.23986148841706,-0.225683020148881,2320,12017369,1,8,2,7,0,DW,1670,3,1999,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.161870106957768,0.149299812548241,2365623.81889764,7.4205789054108005
Jakob the Liar,tt0120716,6.65319540632945,1.83159197968093,-0.584842538174178,6.5393526036592,1.79301811461888,-0.613535729318518,9237,7.13778801843318,1.91350558769968,-0.655204983455346,2170,4956401,0,5,2,2,1,Sony,1200,2,1999,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.286841413167353,0.0535636012974489,975669.488188976,7.090076835776092
"Lock, Stock and Two Smoking Barrels",tt0120735,8.21509092364015,1.45320586038046,-1.63514038337402,8.23479347078555,1.41411722712638,-1.58588053513499,356245,8.05429428879064,1.73134516253527,-1.71223129012108,43651,3753929,0,9,5,10,0,Gram.,8,2,1999,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769189989397243,0.0152314601796467,738962.401574803,2.0794415416798357
The Mod Squad,tt0120757,4.30772885650934,2.05380974234572,0.387084010194002,4.21066978193146,1.9933704775943,0.360180697755502,5136,4.73089983022071,2.25134628771425,0.357385248586719,1178,13263993,1,5,5,8,1,MGM,2290,3,1999,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0589166930630345,0.339721254355401,2611022.24409449,7.736307096548285
My Favorite Martian,tt0120764,5.23444489629931,2.15390000067939,0.273769662368914,5.15421420684579,2.11106209253233,0.304508116088687,8151,5.62255192878338,2.31179242583203,0.0828904316425279,1685,36850101,0,3,3,2,1,BV,2275,3,1999,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.131760878405856,0.192862952419683,7253956.88976378,7.729735331385051
Payback,tt0120784,7.15708940198977,1.54568469639304,-0.698516289073452,7.19386161544264,1.50849066316004,-0.652881107843844,94129,6.70709828393136,1.88697306017514,-0.728697513151274,7692,81526121,0,9,6,8,1,Par.,2729,3,1999,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394859606564461,0.0236591665766394,16048449.015748,7.911690520708339
Pushing Tin,tt0120797,6.0484555984556,1.71491711473704,-0.416342165391765,6.01879857805628,1.65985837984608,-0.455002410070636,16597,6.16783895221926,1.91623819304524,-0.356163974817752,4123,8408835,0,3,5,6,1,Fox,1283,3,1999,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.157673745173745,0.0726351351351351,1655282.48031496,7.1569563646156364
Snow Falling on Cedars,tt0120834,6.90386582123134,1.91796665241467,-0.749127040633121,6.85324553151458,1.87820493547044,-0.739235770236021,7441,7.0650406504065,2.03144309631588,-0.812569595091788,2337,14417593,0,6,4,5,1,Uni.,3,3,1999,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.385661689507057,0.0557373696052362,2838108.85826772,1.0986122886681098
Tea with Mussolini,tt0120857,7.08941583302458,1.84427269293894,-0.764573395648369,6.9451197053407,1.85670320209178,-0.735754667129429,5430,7.38320209973753,1.78330671534255,-0.838657229464703,2667,14401563,1,3,3,2,1,MGM,270,3,1999,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.411386933432135,0.0427318760034581,2834953.34645669,5.598421958998375
Wild Wild West,tt0120891,4.96075876539867,2.0542349844378,0.0962401777097924,4.93727288626338,2.03444611498551,0.0825081769323839,102922,5.11905697445973,2.17640937601007,0.144235795142959,15270,113804681,0,5,4,4,1,WB,3342,3,1999,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0927135508325437,0.228974888317314,22402496.2598425,8.114324709155339
eXistenZ,tt0120907,6.83783288196795,1.87143954786044,-0.8674991387463,6.86005826237275,1.83505280516008,-0.859881950957627,62476,6.6729216152019,2.1148636624514,-0.834912893997443,8420,2856712,0,10,3,5,0,Mira.,256,3,1999,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.366579214624238,0.0593545475062063,562344.881889764,5.545177444479562
Star Wars: Episode I - The Phantom Menace,tt0120915,6.54199632509735,2.04620504565303,-0.555706799062943,6.51474767629709,2.03678917156743,-0.552830941943857,437018,6.72586622197517,2.09943448821641,-0.596027830726472,64764,431088295,0,5,1,1,1,Fox,2970,3,1999,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297115081848293,0.0831675907067213,84859900.5905512,7.996317231796746
An Ideal Husband,tt0122541,6.99524810381066,1.83966514334681,-0.794573565451584,6.80334458916224,1.88194902634279,-0.844236386956264,6219,7.24788314987299,1.75087944578887,-0.688915340190001,4724,18542974,0,0,5,2,0,Mira.,10,2,1999,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.39632641871516,0.0470620487983186,3650191.73228346,2.302585092994046
Analyze This,tt0122933,6.77016888920796,1.49285326576131,-0.513785945534863,6.77107334919753,1.45798497388696,-0.516642447765052,95393,6.76479022504831,1.68541405701544,-0.48896021332506,16041,106885658,0,7,4,10,1,WB,2518,2,1999,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267090834036291,0.0279447924331892,21040483.8582677,7.831220214604293
The Other Sister,tt0123209,6.77143499269581,2.19853796959929,-0.573373133986395,6.31331203407881,2.25003517455203,-0.460722974402341,4695,7.28306374881066,2.02054367675694,-0.67391520902345,4204,27807627,1,1,4,2,1,BV,1343,3,1999,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.369929205528711,0.0829306663670075,5473942.32283465,7.202661196523238
Life,tt0123964,6.94621311671246,1.85513112960377,-0.51693965614474,6.92499751975925,1.82335436801508,-0.502397201272968,30239,7.14391371340524,2.11868793412796,-0.670079587532526,3245,63886029,0,4,3,10,1,Uni.,2594,3,1999,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361127702783419,0.0432445347031418,12575989.9606299,7.860956364876389
Blast from the Past,tt0124298,6.76927696105687,1.7234290565749,-0.368499760869978,6.71244915531012,1.66868309396579,-0.385775912609964,33681,6.93892926786031,1.86721043381421,-0.388321675883902,11282,26511114,0,2,2,5,0,NL,2542,3,1999,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.300847363387674,0.0389653715277006,5218723.22834646,7.8407064517494
The Cider House Rules,tt0124315,7.44056444457166,1.56397070987707,-1.06539323670252,7.41828254847645,1.54699305835275,-1.11051600123256,51262,7.50193423597679,1.60825289424588,-0.964709708658426,18612,57545092,0,5,4,3,0,Mira.,8,2,1999,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.517502933852363,0.024129146749864,11327774.015748,2.0794415416798357
Notting Hill,tt0125439,7.2277041964992,1.66464585140164,-0.707973130863732,7.15435299112501,1.6529925099674,-0.757875858651616,122479,7.34791859018104,1.67665605208804,-0.644437228434107,74733,116089678,0,1,4,5,1,Uni.,2747,3,1999,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.427108898038659,0.0283806259254001,22852298.8188976,7.918264686095274
Man on the Moon,tt0125664,7.5026043320841,1.63498395945032,-1.03447043604041,7.52580024067389,1.60217305516798,-1.02564196278005,83100,7.33289311498503,1.8487382600572,-0.997178602380047,11358,34607430,0,4,5,6,1,Uni.,2079,3,1999,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541034110398272,0.0269537783988651,6812486.22047244,7.639642287858013
Cookie's Fortune,tt0126250,6.98788422705856,1.82416466949878,-0.826599275956106,6.94736101337087,1.78773320389405,-0.843887049000713,7105,7.14704256495301,1.95311282601126,-0.816759383520961,1809,10920544,1,4,3,3,0,Oct.,10,2,1999,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390621494278663,0.0466681624411039,2149713.38582677,2.302585092994046
Election,tt0126886,7.27855808065586,1.68715569750765,-0.970026914037354,7.33466807165437,1.62949319632627,-0.979953548210702,52195,7.07174634559706,1.87009444368734,-0.867068090445214,14161,14902041,0,2,7,6,1,Par.,6,3,1999,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.475932847067334,0.0331544999698595,2933472.63779528,1.791759469228055
For Love of the Game,tt0126916,6.74510892780863,1.86287197105177,-0.537907367623545,6.73443106414352,1.83381167772092,-0.551038537015635,20345,6.81598694942904,2.04424115009095,-0.488952906153014,3065,35188640,0,2,4,5,1,Uni.,2829,3,1999,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.318624519436138,0.0514310123878684,6926897.63779528,7.947678571301568
Instinct,tt0128278,6.76290114999792,1.83741874209369,-0.450995501163157,6.68079727758872,1.80567052807007,-0.446863221865592,20570,7.24310491896503,1.94514837181208,-0.629568130046439,3517,34105207,0,6,1,5,1,BV,2059,2,1999,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.321999418773612,0.0482417901772741,6713623.42519685,7.629975707027789
The Iron Giant,tt0129167,8.06861219298315,1.53863989547595,-1.26782342105198,8.07178049609242,1.50066169229185,-1.24493601908289,105948,8.05234333349489,1.72044743474439,-1.314458884536,20633,23159305,0,5,2,3,1,WB,2179,3,1999,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709205962980226,0.015871260299729,4558918.30708661,7.68662133494462
The Out-of-Towners,tt0129280,5.47442849548113,1.98728144530951,0.0161235702093635,5.35918423973363,1.94452949317227,0.0077836677828883,7208,5.8525261720528,2.0775294543673,-0.0334811061466964,2197,28544120,0,3,5,3,1,Par.,2102,1,1999,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132057416267943,0.142902711323764,5618921.25984252,7.650644551436897
